Frame ID; deltaT
-101;0.005002988
-100;0.00502379
-99;0.005005684
-98;0.005182119
-97;0.004851592
-96;0.004936343
-95;0.00503188
-94;0.00498257
-93;0.005022249
-92;0.00496562
-91;0.00503265
-90;0.004938654
-89;0.005091976
-88;0.004966005
-87;0.005007225
-86;0.004985652
-85;0.004986808
-84;0.005045363
-83;0.004959456
-82;0.004974481
-81;0.00506578
-80;0.005000291
-79;0.005011847
-78;0.004915155
-77;0.005028798
-76;0.005030724
-75;0.004983726
-74;0.005096599
-73;0.005002217
-72;0.004853903
-71;0.005018782
-70;0.005036117
-69;0.004939039
-68;0.005136278
-67;0.004879328
-66;0.005053067
-65;0.004957531
-64;0.004996438
-63;0.005050371
-62;0.005069632
-61;0.004908221
-60;0.004973325
-59;0.005014159
-58;0.005161317
-57;0.004871239
-56;0.004999905
-55;0.004996054
-54;0.004954063
-53;0.005051526
-52;0.004971014
-51;0.004989504
-50;0.005092361
-49;0.004934802
-48;0.004995668
-47;0.004977562
-46;0.004971784
-45;0.005043437
-44;0.004976406
-43;0.005044978
-42;0.004965235
-41;0.005012618
-40;0.004968702
-39;0.005001832
-38;0.005090434
-37;0.005121639
-36;0.004858526
-35;0.004995283
-34;0.004974865
-33;0.004933261
-32;0.005139744
-31;0.004883952
-30;0.005002602
-29;0.005068476
-28;0.004919393
-27;0.005033421
-26;0.005044977
-25;0.00502302
-24;0.005009151
-23;0.004980644
-22;0.004935957
-21;0.005060772
-20;0.00495676
-19;0.00503997
-18;0.00497371
-17;0.004951751
-16;0.005112393
-15;0.004900516
-14;0.005029954
-13;0.004988349
-12;0.005031109
-11;0.004966391
-10;0.005018396
-9;0.005009151
-8;0.004991816
-7;0.005017241
-6;0.004949826
-5;0.005054223
-4;0.005018397
-3;0.00498334
-2;0.00497371
-1;0.004984111
0;0.005068862
1;0.004894353
2;0.005114319
3;0.00495676
4;0.004996053
5;0.005017241
6;0.004966391
7;0.00504151
8;0.005013774
9;0.004976407
10;0.005011462
11;0.005001832
12;0.004999905
13;0.004927483
14;0.005125105
15;0.004932105
16;0.0049818
17;0.004971013
18;0.005066551
19;0.004983726
20;0.004970243
21;0.004968702
22;0.005062698
23;0.005003758
24;0.004947129
25;0.005001061
26;0.005039199
27;0.0049479
28;0.005041125
29;0.004943662
30;0.005005299
31;0.005030339
32;0.005006069
33;0.004984882
34;0.005118941
35;0.004935573
36;0.004970628
37;0.005018011
38;0.005015315
39;0.004954448
40;0.005024176
41;0.004981799
42;0.005050371
43;0.004963309
44;0.00494944
45;0.005003373
46;0.005088509
47;0.004974095
48;0.004964464
49;0.005050371
50;0.004981415
51;0.004967546
52;0.005068091
53;0.004957916
54;0.005026872
55;0.004985266
56;0.00498912
57;0.004955604
58;0.00500761
59;0.005064624
60;0.00498989
61;0.004969087
62;0.004963309
63;0.005005684
64;0.005080804
65;0.005015315
66;0.004917466
67;0.00504151
68;0.005017627
69;0.004939809
70;0.005049601
71;0.005002987
72;0.00494867
73;0.005014159
74;0.005115475
75;0.004870853
76;0.005039585
77;0.004969087
78;0.004980644
79;0.005063854
80;0.004968317
81;0.005011077
82;0.00503265
83;0.00495676
84;0.005013774
85;0.004941736
86;0.005053067
87;0.004992586
88;0.005005299
89;0.005048445
90;0.004952522
91;0.005022249
92;0.005009537
93;0.004957915
94;0.005126261
95;0.004860838
96;0.005054993
97;0.004969473
98;0.00501647
99;0.005127802
100;0.004870469
101;0.004955604
102;0.005041125
103;0.004963694
104;0.005024175
105;0.005021864
106;0.004959841
107;0.005038044
108;0.005112008
109;0.004915154
110;0.004933261
111;0.005012233
112;0.005038814
113;0.004985267
114;0.005009151
115;0.00498989
116;0.00499875
117;0.004948284
118;0.005035347
119;0.005050756
120;0.00499066
121;0.004972169
122;0.004999136
123;0.005018011
124;0.005021864
125;0.004926326
126;0.005053453
127;0.004941736
-128;0.005078107
-127;0.004920934
-126;0.005080418
-125;0.00494058
-124;0.005021479
-123;0.004962153
-122;0.005019167
-121;0.005044978
-120;0.004935187
-119;0.004988734
-118;0.00511663
-117;0.004929794
-116;0.005112778
-115;0.004922474
-114;0.004970243
-113;0.005023019
-112;0.005123565
-111;0.004893967
-110;0.004976407
-109;0.00495676
-108;0.005021863
-107;0.005033806
-106;0.00499875
-105;0.005013389
-104;0.005005684
-103;0.004972554
-102;0.005002217
-101;0.004985267
-100;0.005111237
-99;0.00487355
-98;0.004982185
-97;0.005025331
-96;0.005041896
-95;0.004912073
-94;0.005028027
-93;0.004999521
-92;0.005033806
-91;0.00502456
-90;0.004994513
-89;0.004956374
-88;0.005047289
-87;0.00493981
-86;0.005040355
-85;0.004963694
-84;0.005023019
-83;0.00499066
-82;0.00511586
-81;0.004874706
-80;0.005061927
-79;0.004971399
-78;0.004974095
-77;0.005044593
-76;0.005082345
-75;0.004898204
-74;0.004953678
-73;0.005117401
-72;0.004912073
-71;0.005009151
-70;0.005112393
-69;0.004886648
-68;0.004967161
-67;0.005008381
-66;0.005097369
-65;0.004932875
-64;0.005029183
-63;0.004937499
-62;0.005021863
-61;0.005037659
-60;0.004974095
-59;0.004977562
-58;0.00507387
-57;0.004934802
-56;0.004972169
-55;0.005044207
-54;0.004953678
-53;0.00503265
-52;0.005033806
-51;0.005025331
-50;0.004933646
-49;0.004979488
-48;0.005025331
-47;0.00499143
-46;0.005004914
-45;0.005051527
-44;0.004947129
-43;0.005014544
-42;0.004968317
-41;0.005036887
-40;0.00498989
-39;0.00498989
-38;0.005009536
-37;0.004982185
-36;0.005021093
-35;0.004968317
-34;0.005054994
-33;0.004960997
-32;0.005018782
-31;0.005024946
-30;0.00499143
-29;0.005139744
-28;0.005057305
-27;0.00481384
-26;0.00512549
-25;0.005151687
-24;0.004732555
-23;0.005002603
-22;0.004989119
-21;0.004996824
-20;0.004992971
-19;0.00503188
-18;0.005048059
-17;0.004920163
-16;0.005023405
-15;0.005019167
-14;0.004950981
-13;0.004953293
-12;0.005024946
-11;0.005063854
-10;0.004993356
-9;0.004928253
-8;0.005000291
-7;0.005019938
-6;0.005047674
-5;0.004949055
-4;0.005117401
-3;0.00489859
-2;0.004990275
-1;0.005006454
0;0.005033421
1;0.005009921
2;0.004961383
3;0.004991816
4;0.004988734
5;0.005066165
6;0.005009536
7;0.004924786
8;0.005126261
9;0.004912073
10;0.004971014
11;0.00506655
12;0.004967161
13;0.00498989
14;0.005135121
15;0.004930564
16;0.004967162
17;0.004953292
18;0.005028413
19;0.004987193
20;0.005046133
21;0.00493172
22;0.005012233
23;0.004992972
24;0.005029568
25;0.00497448
26;0.004994898
27;0.00499143
28;0.005001062
29;0.005055764
30;0.005023019
31;0.004929794
32;0.005063469
33;0.004965234
34;0.005001447
35;0.004973325
36;0.005006069
37;0.004989504
38;0.005028413
39;0.005026872
40;0.005008381
41;0.004999135
42;0.004998364
43;0.004996054
44;0.004952907
45;0.005026101
46;0.005104304
47;0.004897434
48;0.004961768
49;0.005030338
50;0.004982571
51;0.005020323
52;0.00495753
53;0.005002602
54;0.005025716
55;0.005027642
56;0.005011463
57;0.004972939
58;0.004979489
59;0.005013003
60;0.005111623
61;0.004987193
62;0.004967931
63;0.004998365
64;0.004996438
65;0.004940581
66;0.005001446
67;0.004989119
68;0.005041126
69;0.004949825
70;0.005060387
71;0.005007225
72;0.004970628
73;0.004996824
74;0.00507464
75;0.004862379
76;0.005077336
77;0.005013774
78;0.004921704
79;0.005033806
80;0.00504806
81;0.004980258
82;0.005001447
83;0.0049818
84;0.004993356
85;0.00507387
86;0.004951752
87;0.005002602
88;0.005017241
89;0.005003758
90;0.004986038
91;0.005011077
92;0.00499143
93;0.005049216
94;0.00489127
95;0.005019553
96;0.00499952
97;0.005054608
98;0.005038814
99;0.004952522
100;0.004927868
101;0.005072714
102;0.004984111
103;0.00497294
104;0.005188668
105;0.004875862
106;0.00493172
107;0.005018396
108;0.00495599
109;0.005017626
110;0.00502456
111;0.004995283
112;0.005047674
113;0.004924401
114;0.005018396
115;0.005011848
116;0.005095058
117;0.004876246
118;0.005064239
119;0.004937884
120;0.005056534
121;0.004963309
122;0.005040355
123;0.004971784
124;0.004995668
125;0.004971784
126;0.005067321
127;0.004938654
-128;0.005020322
-127;0.004984112
-126;0.005002602
-125;0.005086582
-124;0.004882411
-123;0.00509159
-122;0.005066165
-121;0.00493172
-120;0.004924015
-119;0.00500607
-118;0.005027257
-117;0.004966005
-116;0.005036503
-115;0.004997979
-114;0.004954834
-113;0.005025716
-112;0.005035732
-111;0.005044592
-110;0.004966005
-109;0.005057305
-108;0.004968702
-107;0.005010692
-106;0.004937499
-105;0.005016085
-104;0.005018011
-103;0.004987964
-102;0.00498989
-101;0.005068476
-100;0.004967932
-99;0.004999905
-98;0.004982571
-97;0.004974095
-96;0.005052682
-95;0.004924015
-94;0.005041511
-93;0.004950211
-92;0.005028412
-91;0.004960227
-90;0.005056149
-89;0.004983341
-88;0.004995283
-87;0.005053453
-86;0.005025716
-85;0.004973324
-84;0.005010692
-83;0.00493172
-82;0.005018782
-81;0.005001061
-80;0.005019168
-79;0.004969087
-78;0.005024945
-77;0.004977563
-76;0.005040354
-75;0.004928253
-74;0.005079649
-73;0.004971013
-72;0.005039584
-71;0.0049479
-70;0.005015315
-69;0.005004913
-68;0.005007225
-67;0.00498989
-66;0.005073099
-65;0.005024561
-64;0.004947899
-63;0.004901672
-62;0.005093131
-61;0.004949826
-60;0.004984111
-59;0.004988349
-58;0.00499875
-57;0.005028027
-56;0.005049601
-55;0.004959841
-54;0.005063469
-53;0.004892041
-52;0.005070788
-51;0.005015315
-50;0.00503342
-49;0.004910918
-48;0.004995283
-47;0.004975251
-46;0.005035732
-45;0.005022634
-44;0.005021864
-43;0.004980258
-42;0.004997209
-41;0.00501493
-40;0.005007225
-39;0.004953293
-38;0.005028412
-37;0.005002988
-36;0.00503265
-35;0.004929794
-34;0.005043051
-33;0.005023405
-32;0.005026872
-31;0.005001446
-30;0.004903983
-29;0.005061158
-28;0.004963308
-27;0.005053453
-26;0.005001061
-25;0.004940581
-24;0.005022249
-23;0.004986037
-22;0.005080804
-21;0.00498257
-20;0.004923245
-19;0.004994512
-18;0.005046134
-17;0.004941735
-16;0.005025716
-15;0.005011078
-14;0.005057305
-13;0.00491631
-12;0.004972555
-11;0.005062312
-10;0.005075797
-9;0.004897819
-8;0.005066936
-7;0.004962153
-6;0.004987578
-5;0.005018012
-4;0.005020708
-3;0.004959841
-2;0.004986038
-1;0.004986037
0;0.005033035
1;0.004945974
2;0.00508273
3;0.004945973
4;0.005042666
5;0.004962539
6;0.005010692
7;0.005074255
8;0.004935187
9;0.005033035
10;0.004957145
11;0.005010692
12;0.004979874
13;0.005005684
14;0.004972554
15;0.005060002
16;0.005012618
17;0.004974095
18;0.004958301
19;0.005068862
20;0.004985267
21;0.004978718
22;0.0050496
23;0.00505692
24;0.004938654
25;0.004941735
26;0.005058846
27;0.004914385
28;0.005024945
29;0.004992972
30;0.005011462
31;0.00501493
32;0.004983726
33;0.005108155
34;0.004899746
35;0.005003758
36;0.00501493
37;0.004985652
38;0.004966775
39;0.005061928
40;0.005055379
41;0.004901672
42;0.004975636
43;0.005107
44;0.004936727
45;0.005044593
46;0.004999905
47;0.00493172
48;0.005022249
49;0.004979874
50;0.005029568
51;0.005020708
52;0.004961383
53;0.005052682
54;0.004950596
55;0.005011077
56;0.005069248
57;0.004897049
58;0.005034191
59;0.005012233
60;0.00498334
61;0.005024561
62;0.005005299
63;0.004976021
64;0.005055764
65;0.004967546
66;0.005007225
67;0.004997209
68;0.005042281
69;0.005028028
70;0.004987578
71;0.004952907
72;0.005059232
73;0.004889344
74;0.005000676
75;0.005071173
76;0.004976792
77;0.004966391
78;0.004994897
79;0.004963694
80;0.005042667
81;0.00496562
82;0.005059616
83;0.004960227
84;0.005056534
85;0.004949826
86;0.004985652
87;0.005011077
88;0.005113549
89;0.004890115
90;0.005023019
91;0.004946359
92;0.005086582
93;0.004949826
94;0.005002602
95;0.005041511
96;0.004962538
97;0.005041896
98;0.004984881
99;0.005004914
100;0.005021479
101;0.004918622
102;0.005012233
103;0.005033806
104;0.004976021
105;0.005070403
106;0.004930564
107;0.0050496
108;0.005019938
109;0.004913999
110;0.00509159
111;0.004943277
112;0.005087738
113;0.004905524
114;0.004967932
115;0.005073485
116;0.004951751
117;0.005037659
118;0.004927097
119;0.00504074
120;0.004986037
121;0.00504883
122;0.005009151
123;0.00499798
124;0.004976791
125;0.00503111
126;0.004971783
127;0.005007611
-128;0.005063083
-127;0.004988734
-126;0.004969472
-125;0.004985652
-124;0.00499721
-123;0.004963308
-122;0.005017626
-121;0.004967161
-120;0.005019168
-119;0.004994897
-118;0.005041126
-117;0.004921318
-116;0.005042281
-115;0.005033806
-114;0.005000676
-113;0.005059616
-112;0.004941736
-111;0.004930564
-110;0.005122409
-109;0.004891656
-108;0.005032265
-107;0.005034191
-106;0.004925942
-105;0.005070402
-104;0.00493095
-103;0.005119327
-102;0.005103147
-101;0.004844273
-100;0.004985267
-99;0.005009536
-98;0.005011462
-97;0.004945974
-96;0.005087738
-95;0.004960227
-94;0.005005684
-93;0.00493172
-92;0.005004143
-91;0.005033035
-90;0.004999136
-89;0.00503342
-88;0.004990275
-87;0.005016856
-86;0.004987578
-85;0.004938269
-84;0.00510777
-83;0.004938269
-82;0.004956374
-81;0.005017241
-80;0.005046134
-79;0.004949055
-78;0.005048444
-77;0.005002603
-76;0.004959071
-75;0.005002987
-74;0.005053838
-73;0.004943662
-72;0.005053838
-71;0.004927097
-70;0.005018782
-69;0.005001447
-68;0.004974095
-67;0.005080033
-66;0.0051409
-65;0.004849281
-64;0.004991816
-63;0.005023789
-62;0.004976792
-61;0.005011848
-60;0.004950211
-59;0.005122409
-58;0.004957915
-57;0.004932876
-56;0.004996438
-55;0.005061928
-54;0.00497448
-53;0.00498103
-52;0.004971398
-51;0.004986038
-50;0.005062313
-49;0.004982955
-48;0.005077722
-47;0.004917467
-46;0.005025716
-45;0.004979873
-44;0.004999906
-43;0.005028413
-42;0.004948284
-41;0.005043822
-40;0.004968702
-39;0.005016471
-38;0.004997979
-37;0.005018782
-36;0.00506501
-35;0.004885492
-34;0.005103147
-33;0.004930564
-32;0.005001062
-31;0.00497448
-30;0.005018011
-29;0.004973325
-28;0.005044978
-27;0.00499143
-26;0.005096599
-25;0.004929793
-24;0.004947515
-23;0.005014159
-22;0.005063083
-21;0.004968317
-20;0.004988349
-19;0.004955604
-18;0.005054993
-17;0.005002603
-16;0.005060772
-15;0.004974865
-14;0.005019167
-13;0.005058846
-12;0.004877017
-11;0.004975637
-10;0.004969472
-9;0.004994512
-8;0.005096214
-7;0.004928252
-6;0.005050371
-5;0.004963309
-4;0.005025331
-3;0.004934416
-2;0.005019167
-1;0.004999906
0;0.005002217
1;0.005067706
2;0.004952137
3;0.005007225
4;0.004997209
5;0.004974095
6;0.004982956
7;0.005044592
8;0.004974481
9;0.005017241
10;0.005053452
11;0.004978333
12;0.00509082
13;0.004886648
14;0.005031109
15;0.004946744
16;0.005055764
17;0.004953678
18;0.005115089
19;0.004868157
20;0.004996054
21;0.0050157
22;0.005037273
23;0.004992971
24;0.004983726
25;0.004972939
26;0.005077337
27;0.00498912
28;0.004944432
29;0.005036117
30;0.005055764
31;0.005025716
32;0.004909762
33;0.004997209
34;0.005012618
35;0.004964465
36;0.005060386
37;0.004940581
38;0.004989889
39;0.005075796
40;0.004928253
41;0.005012618
42;0.005011463
43;0.005045363
44;0.004959071
45;0.00501647
46;0.00502379
47;0.004952908
48;0.005026871
49;0.004998365
50;0.004944047
51;0.00500684
52;0.005037658
53;0.005041511
54;0.004944432
55;0.005005684
56;0.00503997
57;0.004953678
58;0.005061157
59;0.00499066
60;0.00496485
61;0.005002217
62;0.005058461
63;0.004907065
64;0.005031494
65;0.005037273
66;0.004983726
67;0.004960997
68;0.004994898
69;0.005050371
70;0.005002987
71;0.004992587
72;0.005022249
73;0.00504074
74;0.004958686
75;0.005056534
76;0.004968317
77;0.004949055
78;0.005014159
79;0.00497448
80;0.005021864
81;0.004991431
82;0.005026872
83;0.004957915
84;0.005019938
85;0.004963694
86;0.00505037
87;0.004943277
88;0.005060772
89;0.004942121
90;0.005051141
91;0.004953293
92;0.005083501
93;0.004919007
94;0.005025716
95;0.00503188
96;0.005000291
97;0.004988348
98;0.004971014
99;0.005072329
100;0.00496639
101;0.005009537
102;0.004996823
103;0.00492209
104;0.005071943
105;0.005000291
106;0.004959842
107;0.005046518
108;0.004952137
109;0.005017241
110;0.004998365
111;0.004977562
112;0.005097754
113;0.004959072
114;0.004944047
115;0.005004528
